Address (Full),Average ELA Proficiency,Average Math Proficiency,City,Collaborative Teachers %,Collaborative Teachers Rating,Community School?,District,Economic Need Index,Effective School Leadership %,Effective School Leadership Rating,Grade High,Grade Low,Grades,Latitude,Longitude,Percent Asian,Percent Black,Percent Black / Hispanic,Percent ELL,Percent Hispanic,Percent White,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,SED Code,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Student Achievement Rating,Student Attendance Rate,Supportive Environment %,Supportive Environment Rating,Trust %,Trust Rating,Zip,avg_math_proficiency_2017,avg_math_proficiency_2017_city_diff,avg_math_proficiency_2017_comp_diff,black_2017_num_students,dbn,econ_need_index_2017_city_diff,econ_need_index_2017_dist_diff,econ_need_index_2017_val,grade_7_2017_enrollment,grade_8_2017_enrollment,hispanic_2017_avg_ela,hispanic_2017_avg_math,hispanic_2017_num_students,num_offered,num_testtakers,pct_8th_graders_offered,pct_8th_graders_w_hs_credit_2017,pct_8th_graders_w_hs_credit_2017_city_diff,pct_8th_graders_w_hs_credit_2017_comp_diff,pct_black_hispanic,pct_hra_assistance_2017_city_diff,pct_hra_assistance_2017_dist_diff,pct_hra_assistance_2017_val,pct_math_level_3_or_4_2017,pct_math_level_3_or_4_2017_city_diff,pct_math_level_3_or_4_2017_comp_diff,pct_poverty_2017_city_diff,pct_poverty_2017_dist_diff,pct_poverty_2017_val,pct_students_w_disabilities_2017_city_diff,pct_students_w_disabilities_2017_dist_diff,pct_students_w_disabilities_2017_val,pct_temp_housing_2017_city_diff,pct_temp_housing_2017_dist_diff,pct_temp_housing_2017_val,sa_attendance_90plus_2017,sa_attendance_90plus_2017_city_diff,sa_attendance_90plus_2017_dist_diff,school_name,econ_need_index_2017_city_diff_binary,perc_testtakers,perc_testtakers_quartile,borough,dist_to_bronx_hs_of_science,dist_to_brooklyn_tech_hs,dist_to_stuyvesant_hs,min_dist_to_big_three,Community School?_Yes,Rigorous Instruction Rating_Approaching Target,Rigorous Instruction Rating_Exceeding Target,Rigorous Instruction Rating_Not Meeting Target,Rigorous Instruction Rating_nan,Collaborative Teachers Rating_Approaching Target,Collaborative Teachers Rating_Exceeding Target,Collaborative Teachers Rating_Not Meeting Target,Collaborative Teachers Rating_nan,Supportive Environment Rating_Approaching Target,Supportive Environment Rating_Exceeding Target,Supportive Environment Rating_nan,Effective School Leadership Rating_Approaching Target,Effective School Leadership Rating_Exceeding Target,Effective School Leadership Rating_Not Meeting Target,Effective School Leadership Rating_nan,Strong Family-Community Ties Rating_Approaching Target,Strong Family-Community Ties Rating_Exceeding Target,Strong Family-Community Ties Rating_Not Meeting Target,Strong Family-Community Ties Rating_nan,Trust Rating_Approaching Target,Trust Rating_Exceeding Target,Trust Rating_Not Meeting Target,Trust Rating_nan,Student Achievement Rating_Approaching Target,Student Achievement Rating_Exceeding Target,Student Achievement Rating_Not Meeting Target,Student Achievement Rating_nan,borough_bronx,borough_manhattan,borough_queens,borough_staten_island,discretionary_funding,Major N,Oth N,NoCrim N,Prop N,Vio N,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,Major N_proportion,Oth N_proportion,NoCrim N_proportion,Prop N_proportion,Vio N_proportion
"456 WHITE PLAINS RD BRONX, NY 10473",2.17,2.01,BRONX,0.75,Not Meeting Target,Yes,8.0,0.818,0.65,Not Meeting Target,8,06,"06,07,08",40.815017,-73.856018,0.02,0.33,0.97,0.17,0.63,0.0,0.4,0.79,Not Meeting Target,320800010375.0,0.76,Approaching Target,Approaching Target,0.89,0.79,Approaching Target,0.81,Approaching Target,10473.0,2.11,-0.6,-0.01,82.0,08X375,0.3,0.146,0.897,69.0,88.0,2.27,2.15,140.0,0.0,17.0,0.0,0.244,-0.1,0.1,0.94,0.27699999999999997,0.136,0.7240000000000001,0.094,-0.23,0.0,0.135,0.039,0.4,0.121,0.061,0.326,0.271,0.195,0.385,0.565,-0.25,-0.09,THE BRONX MATHEMATICS PREPARATORY SCHOOL,True,0.19318181818181818,2.0,bronx,4.734375334678188,10.762290977265966,10.649186843242061,4.734375334678188,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,492929.0,6.0,48.0,42.0,19.0,26.0,2.39,9.5,16.39,6.069999999999999,4.47,2.510460251046025,5.052631578947368,2.5625381330079318,3.1301482701812193,5.8165548098434
"2225 WEBSTER AVE BRONX, NY 10457",2.09,1.98,BRONX,0.84,Approaching Target,Yes,10.0,0.9109999999999999,0.78,Approaching Target,8,06,"06,07,08",40.854655,-73.897036,0.01,0.25,0.97,0.36,0.72,0.01,0.35,0.86,Approaching Target,321000010391.0,0.8,Meeting Target,Meeting Target,0.9,0.82,Approaching Target,0.88,Meeting Target,10457.0,1.99,-0.72,-0.06,115.0,10X391,0.306,0.099,0.903,181.0,181.0,2.23,1.97,402.0,0.0,17.0,0.0,0.10300000000000001,-0.24,0.01,0.96,0.292,0.115,0.7390000000000001,0.06,-0.27,-0.02,0.193,0.06,0.45799999999999996,0.109,0.084,0.314,0.21899999999999997,0.105,0.33299999999999996,0.797,-0.02,0.09,THE ANGELO PATRI MIDDLE SCHOOL,True,0.09392265193370165,1.0,bronx,1.665704978986921,12.177279467826342,11.249253438666791,1.665704978986921,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,825369.69,1.0,13.0,20.0,8.0,3.0,1.6099999999999999,6.71,10.89,4.04,3.0999999999999996,0.6211180124223603,1.9374068554396424,1.8365472910927456,1.9801980198019802,0.9677419354838711
"1551 E 172ND ST BRONX, NY 10472",2.36,2.31,BRONX,0.87,Exceeding Target,No,12.0,0.795,0.8,Meeting Target,8,06,"06,07,08,SE",40.831694,-73.877464,0.04,0.18,0.94,0.1,0.76,0.01,0.22,0.82,Meeting Target,321200010242.0,0.74,Approaching Target,Meeting Target,0.94,0.89,Exceeding Target,0.92,Exceeding Target,10472.0,2.17,-0.54,-0.14,56.0,12X242,0.259,-0.006,0.856,101.0,97.0,2.48,2.09,227.0,0.0,17.0,0.0,0.385,0.04,0.2,0.94,0.247,0.002,0.6940000000000001,0.098,-0.23,-0.08,0.16699999999999998,-0.023,0.431,0.09,0.021,0.29600000000000004,0.025,-0.077,0.14,0.748,-0.06,0.04,MOTT HALL V,True,0.17525773195876287,2.0,bronx,3.2933835222404397,11.14415500628275,10.620167103197314,3.2933835222404397,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,400514.48,3.0,7.0,10.0,7.0,3.0,1.5699999999999998,6.02,9.82,3.84,2.8,1.9108280254777072,1.1627906976744187,1.0183299389002036,1.8229166666666667,1.0714285714285714
"100 CLERMONT AVE BROOKLYN, NY 11205",2.27,2.11,BROOKLYN,0.78,Approaching Target,No,13.0,0.701,0.7,Approaching Target,8,06,"06,07,08",40.694425,-73.971627,0.02,0.65,0.93,0.07,0.28,0.04,0.22,0.74,Approaching Target,331300010691.0,0.82,Meeting Target,Approaching Target,0.93,0.76,Approaching Target,0.84,Approaching Target,11205.0,2.0,-0.71,-0.33,132.0,13K691,0.17600000000000002,0.075,0.772,77.0,82.0,2.33,1.97,67.0,0.0,17.0,0.0,0.33299999999999996,-0.01,0.11,0.91,0.18600000000000003,0.098,0.633,0.07,-0.26,-0.12,0.122,0.069,0.387,0.051,0.005,0.257,0.019,-0.006999999999999999,0.133,0.526,-0.29,-0.18,FORT GREENE PREPARATORY ACADEMY,True,0.2073170731707317,2.0,brooklyn,13.378861225838914,0.46474632952961553,2.7408266363286824,0.46474632952961553,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,2020959.2,3.0,6.0,7.0,4.0,5.0,0.92,3.5500000000000007,5.32,2.37,1.6300000000000001,3.260869565217391,1.6901408450704223,1.3157894736842104,1.6877637130801686,3.0674846625766867
"905 WINTHROP ST BROOKLYN, NY 11203",2.36,2.09,BROOKLYN,0.88,Meeting Target,No,18.0,0.608,0.83,Meeting Target,8,06,"06,07,08",40.658685,-73.928682,0.02,0.89,0.96,0.05,0.07,0.02,0.23,0.85,Meeting Target,331800010598.0,0.8,Meeting Target,Meeting Target,0.92,0.83,Meeting Target,0.87,Approaching Target,11203.0,2.22,-0.49,-0.01,133.0,18K598,0.09,0.102,0.687,51.0,60.0,2.6,2.42,11.0,0.0,17.0,0.0,0.35,0.01,0.13,0.9,0.043,0.055999999999999994,0.49,0.134,-0.19,-0.01,-0.017,0.031,0.248,-0.012,-0.022000000000000002,0.19399999999999998,0.099,0.085,0.213,0.77,-0.04,0.05,MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES,True,0.2833333333333333,3.0,brooklyn,15.285682136925178,3.2708785753765093,6.053820854836842,3.2708785753765093,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1413757.1600000001,5.0,30.0,23.0,15.0,13.0,1.11,3.9400000000000004,6.050000000000001,2.7,1.79,4.504504504504504,7.614213197969542,3.8016528925619832,5.555555555555555,7.262569832402234
"265 WARWICK ST BROOKLYN, NY 11207",2.2,2.27,BROOKLYN,0.85,Exceeding Target,No,19.0,0.8240000000000001,0.72,Approaching Target,8,0K,"0K,01,02,03,04,05,06,07,08",40.677777,-73.886699,0.01,0.03,0.98,0.41,0.95,0.0,0.1,0.83,Approaching Target,331900010089.0,0.85,Meeting Target,Meeting Target,0.95,0.91,Exceeding Target,0.9,Meeting Target,11207.0,2.2,-0.67,-0.13,15.0,19K089,0.168,0.059000000000000004,0.782,55.0,60.0,2.36,2.16,419.0,0.0,17.0,0.0,0.172,-0.13,-0.05,0.98,0.191,0.092,0.6579999999999999,0.147,-0.23,-0.04,0.027000000000000003,-0.045,0.308,0.085,0.092,0.273,-0.001,0.018000000000000002,0.113,0.8590000000000001,0.05,0.05,P.S. 089 CYPRESS HILLS,True,0.2833333333333333,3.0,brooklyn,13.840462039346336,4.7876714945883645,7.223464094216258,4.7876714945883645,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1752684.4899999998,0.0,0.0,2.0,0.0,0.0,0.89,3.07,4.14,2.16,1.42,0.0,0.0,0.48309178743961356,0.0,0.0
"1120 E 10TH ST BROOKLYN, NY 11230",2.62,2.86,BROOKLYN,1.0,Exceeding Target,No,21.0,0.695,0.96,Exceeding Target,8,PK,"PK,0K,01,02,03,04,05,06,07,08",40.621491999999996,-73.96600600000002,0.41,0.08,0.26,0.31,0.18,0.32,0.28,0.99,Exceeding Target,332100010099.0,0.8,Approaching Target,Meeting Target,0.92,0.96,Meeting Target,0.97,Exceeding Target,11230.0,2.84,-0.03,0.07,65.0,21K099,0.053,-0.017,0.667,93.0,90.0,2.38,2.32,148.0,0.0,17.0,0.0,0.307,0.01,-0.04,0.25,0.04,-0.043,0.507,0.429,0.05,0.03,0.049,0.049,0.33,-0.042,-0.077,0.145,-0.07400000000000001,-0.045,0.04,0.706,-0.1,-0.1,P.S. 099 ISAAC ASIMOV,True,0.18888888888888888,2.0,brooklyn,18.156269827355256,4.68411399219524,7.108274769030652,4.68411399219524,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1483963.0,1.0,0.0,1.0,1.0,0.0,1.3599999999999999,5.07,7.64,3.31,2.32,0.7352941176470589,0.0,0.13089005235602094,0.3021148036253776,0.0
"145-00 SPRINGFIELD BLVD SPRINGFIELD GARDENS, NY 11413",2.21,2.13,SPRINGFIELD GARDENS,0.91,Meeting Target,No,29.0,0.557,0.9,Meeting Target,8,06,"06,07,08",40.664858,-73.759088,0.01,0.91,0.97,0.02,0.06,0.01,0.26,0.84,Meeting Target,342900010355.0,0.8,Meeting Target,Approaching Target,0.92,0.78,Approaching Target,0.89,Meeting Target,11413.0,2.16,-0.55,-0.15,298.0,29Q355,-0.045,0.068,0.552,110.0,136.0,2.49,2.21,27.0,0.0,17.0,0.0,0.16699999999999998,-0.17,-0.02,0.96,-0.057,0.048,0.39,0.121,-0.21,-0.06,-0.147,-0.021,0.11699999999999999,0.057999999999999996,0.08199999999999999,0.264,0.079,0.069,0.19399999999999998,0.7290000000000001,-0.08,-0.01,COLLABORATIVE ARTS MIDDLE SCHOOL,False,0.125,1.0,queens,16.27088430833953,11.549851448890527,13.866822628031974,11.549851448890527,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,351985.95999999996,6.0,23.0,14.0,20.0,7.0,1.3599999999999999,5.07,7.64,3.31,2.32,4.411764705882353,4.536489151873767,1.8324607329842932,6.042296072507553,3.017241379310345
"1500 PELHAM PKWY S BRONX, NY 10461",2.55,2.83,BRONX,0.93,Exceeding Target,No,11.0,0.648,0.86,Meeting Target,8,0K,"0K,01,02,03,04,05,06,07,08",40.856635,-73.84304200000003,0.03,0.62,0.93,0.03,0.31,0.03,0.12,0.93,Meeting Target,321100860917.0,0.8,Approaching Target,Approaching Target,0.95,0.79,Approaching Target,0.87,Approaching Target,10461.0,3.22,0.35,0.17,202.0,84X422,-0.031,0.001,0.583,31.0,24.0,3.06,3.25,96.0,0.0,17.0,0.0,0.16699999999999998,-0.13,-0.16,0.93,-0.057999999999999996,-0.011000000000000001,0.409,0.635,0.26,0.1,0.018000000000000002,0.046,0.299,-0.084,-0.054000000000000006,0.10300000000000001,-0.064,-0.042,0.05,0.882,0.07,0.03,ICAHN CHARTER SCHOOL 3,False,0.7083333333333334,4.0,bronx,2.9168003362538624,13.532046969720525,13.108407769452445,2.9168003362538624,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,2207727.84,1.0,6.0,8.0,4.0,3.0,1.3599999999999999,5.07,7.64,3.31,2.32,0.7352941176470589,1.1834319526627217,1.0471204188481675,1.2084592145015105,1.293103448275862
"500 W 138TH ST NEW YORK, NY 10031",2.09,2.31,NEW YORK,0.78,Meeting Target,No,6.0,0.7859999999999999,0.7,Meeting Target,8,06,"06,07,08",40.820988,-73.952995,0.01,0.11,0.96,0.34,0.85,0.03,0.1,0.73,Meeting Target,310600010209.0,0.79,Approaching Target,Meeting Target,0.96,0.79,Meeting Target,0.85,Meeting Target,10031.0,2.41,-0.3,0.08,25.0,06M209,0.174,-0.013999999999999999,0.7709999999999999,83.0,75.0,2.51,2.39,208.0,0.0,18.0,0.0,0.27399999999999997,-0.07,0.03,0.96,0.122,-0.033,0.569,0.203,-0.12,0.03,0.099,0.015,0.363,-0.002,-0.002,0.203,0.073,0.001,0.187,0.7909999999999999,-0.02,-0.01,HAMILTON GRANGE MIDDLE SCHOOL,True,0.24,2.0,manhattan,5.1250844639236295,9.199442609798789,7.796061436359855,5.1250844639236295,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,1778793.44,1.0,3.0,2.0,4.0,0.0,0.5900000000000001,2.2300000000000004,3.56,1.54,1.04,1.6949152542372878,1.3452914798206275,0.5617977528089888,2.5974025974025974,0.0
"360 E 145TH ST BRONX, NY 10454",2.62,2.68,BRONX,0.76,Meeting Target,No,7.0,0.866,0.71,Approaching Target,12,06,"06,07,08,09,10,11,12",40.813507,-73.920477,0.0,0.2,0.99,0.09,0.79,0.01,0.12,0.84,Meeting Target,320700010223.0,0.75,Approaching Target,Meeting Target,0.95,0.85,Exceeding Target,0.82,Approaching Target,10454.0,2.75,0.04,0.06,52.0,07X223,0.248,-0.034,0.845,101.0,99.0,2.79,2.72,245.0,0.0,18.0,0.0,0.579,0.24,0.28,0.98,0.225,-0.034,0.672,0.395,0.07,0.04,0.231,0.006999999999999999,0.496,0.049,-0.031,0.255,-0.008,-0.092,0.106,0.831,0.02,0.06,THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X223,True,0.18181818181818182,2.0,bronx,4.7351339594471575,9.0904691679961,8.21505018251166,4.7351339594471575,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,2248000.38,3.0,13.0,8.0,12.0,4.0,1.6099999999999999,6.71,10.89,4.04,3.0999999999999996,1.863354037267081,1.9374068554396424,0.7346189164370982,2.9702970297029703,1.2903225806451615
"200 W 167TH ST BRONX, NY 10452",2.27,2.17,BRONX,0.93,Meeting Target,No,9.0,0.8859999999999999,0.94,Exceeding Target,8,06,"06,07,08",40.838201,-73.928084,0.01,0.25,0.98,0.2,0.73,0.01,0.2,0.94,Exceeding Target,320900010361.0,0.85,Meeting Target,Meeting Target,0.94,0.94,Exceeding Target,0.95,Exceeding Target,10452.0,2.14,-0.57,-0.05,92.0,09X361,0.258,0.0,0.8540000000000001,136.0,124.0,2.49,2.13,290.0,0.0,18.0,0.0,0.289,-0.05,0.15,0.97,0.223,-0.004,0.67,0.098,-0.23,-0.03,0.187,-0.011000000000000001,0.451,0.071,0.035,0.276,0.07,-0.05,0.184,0.8270000000000001,0.01,0.13,THE HIGHBRIDGE GREEN SCHOOL,True,0.14516129032258066,1.0,bronx,3.3877905628932536,10.613576335875532,9.44054626434919,3.3877905628932536,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1073729.76,1.0,0.0,0.0,1.0,0.0,0.97,3.04,4.279999999999999,2.42,1.3299999999999998,1.0309278350515465,0.0,0.0,0.4132231404958678,0.0
"500 E FORDHAM RD BRONX, NY 10458",2.35,2.32,BRONX,0.85,Meeting Target,No,10.0,0.851,0.82,Meeting Target,12,06,"06,07,08,09,10,11,12",40.859516,-73.88858,0.02,0.2,0.95,0.11,0.75,0.02,0.25,0.84,Approaching Target,321000011243.0,0.74,Approaching Target,Meeting Target,0.92,0.81,Meeting Target,0.89,Meeting Target,10458.0,2.29,-0.42,-0.15,58.0,10X243,0.242,0.036000000000000004,0.8390000000000001,90.0,93.0,2.63,2.26,204.0,0.0,18.0,0.0,0.551,0.21,0.38,0.96,0.226,0.049,0.6729999999999999,0.174,-0.15,-0.06,0.163,0.03,0.428,0.067,0.042,0.272,0.04,-0.07400000000000001,0.154,0.8340000000000001,0.02,0.09,WEST BRONX ACADEMY FOR THE FUTURE,True,0.1935483870967742,2.0,bronx,1.3035826279385934,12.648061105729228,11.773398057460575,1.3035826279385934,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2072873.7,8.0,31.0,67.0,24.0,10.0,9.4,37.33,100.89,21.18,17.59,0.851063829787234,0.8304312885079025,0.664089602537417,1.13314447592068,0.5685048322910745
"1919 PROSPECT AVE BRONX, NY 10457",2.15,2.16,BRONX,0.79,Meeting Target,No,12.0,0.878,0.73,Approaching Target,8,06,"06,07,08",40.84385,-73.890063,0.01,0.27,0.97,0.19,0.7,0.02,0.38,0.85,Meeting Target,321200010318.0,0.79,Meeting Target,Meeting Target,0.88,0.83,Approaching Target,0.9,Meeting Target,10457.0,2.08,-0.63,-0.12,74.0,12X318,0.28,0.015,0.877,100.0,95.0,2.4,2.08,201.0,0.0,18.0,0.0,0.16699999999999998,-0.17,-0.01,0.97,0.27699999999999997,0.032,0.7240000000000001,0.10099999999999999,-0.23,-0.03,0.212,0.022000000000000002,0.47600000000000003,0.098,0.028999999999999998,0.304,0.13,0.027999999999999997,0.244,0.684,-0.13,0.0,"I.S. X318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS",True,0.18947368421052632,2.0,bronx,2.379598285469317,11.61803519173107,10.846476711980962,2.379598285469317,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,825369.69,3.0,14.0,16.0,12.0,3.0,1.5499999999999998,5.48,8.9,3.7199999999999998,2.55,1.9354838709677422,2.554744525547445,1.797752808988764,3.2258064516129035,1.1764705882352942
"250 BERRY ST BROOKLYN, NY 11211",2.43,2.45,BROOKLYN,0.93,Exceeding Target,No,14.0,0.5770000000000001,0.84,Meeting Target,8,PK,"PK,0K,01,02,03,04,05,06,07,08",40.714822,-73.963516,0.03,0.03,0.65,0.17,0.62,0.27,0.23,0.93,Meeting Target,331400010084.0,0.89,Meeting Target,Approaching Target,0.93,0.92,Meeting Target,0.94,Exceeding Target,11211.0,2.58,-0.29,-0.1,35.0,14K084,-0.077,-0.128,0.5379999999999999,78.0,69.0,2.44,2.31,478.0,0.0,18.0,0.0,0.0,-0.3,-0.24,0.66,-0.08199999999999999,-0.142,0.385,0.307,-0.07,-0.04,-0.038,-0.069,0.243,0.002,-0.043,0.18899999999999997,-0.013999999999999999,0.003,0.10099999999999999,0.7609999999999999,-0.05,-0.07,P.S. 084 JOSE DE DIEGO,False,0.2608695652173913,3.0,brooklyn,11.909036726762391,1.9180758622725274,2.6458936694884105,1.9180758622725274,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,3033679.86,0.0,4.0,5.0,4.0,0.0,0.92,3.5500000000000007,5.32,2.37,1.6300000000000001,0.0,1.1267605633802815,0.9398496240601504,1.6877637130801686,0.0
"4004 4TH AVE BROOKLYN, NY 11232",2.19,2.13,BROOKLYN,0.94,Meeting Target,No,15.0,0.809,0.87,Meeting Target,8,06,"06,07,08",40.652095,-74.007424,0.06,0.03,0.87,0.36,0.84,0.07,0.19,0.91,Approaching Target,331500010136.0,0.83,Meeting Target,Meeting Target,0.94,0.89,Meeting Target,0.94,Exceeding Target,11232.0,2.18,-0.53,-0.1,11.0,15K136,0.16399999999999998,0.268,0.7609999999999999,161.0,164.0,2.31,2.06,401.0,0.0,18.0,0.0,0.16,-0.18,-0.04,0.84,0.135,0.221,0.5820000000000001,0.115,-0.21,-0.04,0.094,0.125,0.359,0.015,-0.021,0.22,-0.019,0.035,0.095,0.795,-0.02,0.0,I.S. 136 CHARLES O. DEWEY,True,0.10975609756097561,1.0,brooklyn,16.76654107162164,3.0094869281676004,4.551447455805992,3.0094869281676004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,562702.38,1.0,4.0,8.0,1.0,2.0,1.6099999999999999,6.71,10.89,4.04,3.0999999999999996,0.6211180124223603,0.5961251862891207,0.7346189164370982,0.24752475247524752,0.6451612903225807
"1224 PARK PL BROOKLYN, NY 11213",2.69,2.64,BROOKLYN,0.97,Exceeding Target,No,17.0,0.792,0.95,Exceeding Target,8,06,"06,07,08",40.672272,-73.937164,0.03,0.78,0.91,0.11,0.13,0.03,0.27,0.99,Exceeding Target,331700010354.0,0.88,Exceeding Target,Exceeding Target,0.92,0.96,Exceeding Target,0.98,Exceeding Target,11213.0,2.64,-0.07,0.45,173.0,17K354,0.193,0.12300000000000001,0.79,72.0,101.0,2.96,2.77,39.0,0.0,18.0,0.0,0.638,0.3,0.45,0.96,0.172,0.114,0.619,0.305,-0.02,0.18,0.063,0.069,0.327,0.09,0.094,0.29600000000000004,0.177,0.121,0.29100000000000004,0.665,-0.15,-0.01,THE SCHOOL OF INTEGRATED LEARNING,True,0.1782178217821782,2.0,brooklyn,14.424858239485264,2.3708123987394885,5.107131674399031,2.3708123987394885,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,532633.0,1.0,2.0,6.0,1.0,1.0,1.19,4.29,6.109999999999999,2.92,2.0300000000000002,0.8403361344537815,0.4662004662004662,0.9819967266775779,0.3424657534246575,0.4926108374384236
"905 WINTHROP ST BROOKLYN, NY 11203",2.17,2.15,BROOKLYN,0.76,Approaching Target,Yes,18.0,0.7,0.75,Approaching Target,8,06,"06,07,08",40.658685,-73.928682,0.02,0.89,0.91,0.11,0.02,0.02,0.23,0.83,Meeting Target,331800010581.0,0.8,Meeting Target,Meeting Target,0.92,0.8,Meeting Target,0.81,Approaching Target,11203.0,2.22,-0.49,0.04,107.0,18K581,0.069,0.081,0.6659999999999999,27.0,42.0,2.6,2.42,7.0,0.0,18.0,0.0,0.205,-0.14,0.05,0.95,0.073,0.086,0.52,0.129,-0.2,0.01,-0.043,0.004,0.221,0.046,0.036000000000000004,0.252,0.027999999999999997,0.013999999999999999,0.142,0.853,0.04,0.15,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,True,0.42857142857142855,4.0,brooklyn,15.285682136925178,3.2708785753765093,6.053820854836842,3.2708785753765093,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1413757.1600000001,5.0,30.0,23.0,15.0,13.0,1.11,3.9400000000000004,6.050000000000001,2.7,1.79,4.504504504504504,7.614213197969542,3.8016528925619832,5.555555555555555,7.262569832402234
"109-89 204TH ST SAINT ALBANS, NY 11412",2.32,2.13,SAINT ALBANS,0.95,Meeting Target,No,29.0,0.487,0.9,Exceeding Target,8,06,"06,07,08",40.706768,-73.753793,0.03,0.86,0.95,0.05,0.08,0.01,0.14,0.92,Approaching Target,342900010192.0,0.98,Exceeding Target,Meeting Target,0.94,0.92,Exceeding Target,0.96,Exceeding Target,11412.0,2.11,-0.6,-0.23,402.0,29Q192,-0.152,-0.04,0.444,140.0,225.0,2.66,2.13,53.0,0.0,18.0,0.0,0.166,-0.18,-0.08,0.88,-0.153,-0.048,0.294,0.1,-0.23,-0.09,-0.145,-0.018000000000000002,0.12,-0.008,0.015,0.19699999999999998,0.02,0.009000000000000001,0.134,0.809,0.0,0.04,I.S. 192 THE LINDEN,False,0.08,1.0,queens,13.84893743328076,11.769538151304818,13.670817906320348,11.769538151304818,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,518500.0,6.0,17.0,19.0,11.0,10.0,1.6099999999999999,6.71,10.89,4.04,3.0999999999999996,3.726708074534162,2.5335320417287632,1.7447199265381084,2.722772277227723,3.2258064516129035
"101 WARREN ST STATEN ISLAND, NY 10304",2.38,2.43,STATEN ISLAND,0.87,Meeting Target,No,31.0,0.705,0.9,Meeting Target,12,06,"06,07,08,09,10,11,12",40.620483,-74.080771,0.09,0.52,0.83,0.03,0.31,0.07,0.23,0.93,Meeting Target,353100010028.0,0.87,Approaching Target,Meeting Target,0.93,0.91,Meeting Target,0.91,Meeting Target,10304.0,2.3,-0.41,-0.07,98.0,31R028,0.028999999999999998,0.213,0.626,66.0,59.0,2.45,2.26,61.0,0.0,18.0,0.0,0.0,-0.34,-0.19,0.83,0.001,0.136,0.44799999999999995,0.168,-0.16,-0.03,0.016,0.129,0.281,0.102,0.055,0.307,-0.02,0.031,0.094,0.728,-0.08,-0.03,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,True,0.3050847457627119,3.0,staten_island,20.39387369471543,7.2255814757161625,7.587159450538883,7.2255814757161625,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,449089.0,1.0,19.0,32.0,13.0,7.0,0.8400000000000001,3.36,5.15,2.15,1.5699999999999998,1.1904761904761905,5.654761904761905,6.213592233009709,6.046511627906977,4.4585987261146505
