school_name,dbn,Longitude,Latitude,perc_testtakers,num_testtakers,grade_8_2017_enrollment,pct_poverty_2017_val,Percent Black / Hispanic,predicted_perc_testtakers,Average ELA Proficiency_stdized,pct_math_level_3_or_4_2017_city_diff_stdized,sa_attendance_90plus_2017_stdized,pct_8th_graders_w_hs_credit_2017_city_diff_stdized,min_dist_to_big_three_stdized
KIPP WASHINGTON HEIGHTS MIDDLE SCHOOL,84M068,-73.935772,40.839408,0.2043010752688172,19.0,93.0,0.354,0.99,0.4611562591034269,0.050325838258091116,1.1285743147834773,0.8998479648973478,1.4149172796118947,-0.360868600901147
QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,28Q680,-73.805991,40.71855,0.6853932584269663,61.0,89.0,0.181,0.46,0.7167575946025673,2.307536287662074,2.263495021955669,1.51616222841998,2.035242043069312,1.42145008704674
J.H.S. 189 DANIEL CARTER BEARD,25Q189,-73.817909,40.760344,0.4199134199134199,97.0,231.0,0.265,0.28,0.4112008940210139,0.25788541981248053,1.0412727219240778,1.06419843517005,0.07088029212082389,1.3583166731563558
I.S. 024 MYRA S. BARNES,31R024,-74.145561,40.545793,0.2882096069868996,132.0,458.0,0.083,0.13,0.3550819155688003,0.8027293213927521,0.561113961197381,0.23422856029290465,-0.10143214217290315,2.717075888152633
I.S. 229 ROLAND PATTERSON,09X229,-73.929604,40.841563,0.0,0.0,88.0,0.506,0.98,0.08219188661896498,-1.1431417556796468,-1.0976163031312078,-2.189940876229451,0.001955318403333078,-0.4628393658723766
MIDDLE SCHOOL 322,06M322,-73.930066,40.860820000000004,0.20952380952380956,22.0,105.0,0.34,0.98,0.18685362670700345,-1.0653069125967514,-0.44285435668571227,0.06166056650656641,-0.7562193924890658,-0.7373971538879753
PARK SLOPE COLLEGIATE,15K464,-73.97867,40.669302,0.4375,21.0,48.0,0.263,0.75,0.3375641860512806,-0.41668322023928506,0.21190758975978333,0.2670986543474442,1.1392173847419316,-1.0634782145817825
VOICE CHARTER SCHOOL OF NEW YORK,84Q304,-73.939713,40.760397,0.3508771929824561,20.0,57.0,0.24,0.7,0.4100725371442283,0.491389949061168,0.7793679433458796,0.6122346419201189,-0.9629943136415381,0.05042249658436099
ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,10X363,-73.900475,40.859506,0.2795031055900621,45.0,161.0,0.451,0.96,0.1587227271661831,-0.7799124879594653,-1.0103147102718084,-0.07803733322522957,-0.5839069581953388,-1.0513962227029212
TOMPKINS SQUARE MIDDLE SCHOOL,01M839,-73.981602,40.723747,0.5409836065573771,66.0,122.0,0.326,0.53,0.45854960676627454,0.9843439552528422,0.561113961197381,0.8834129178700775,-0.514981984477848,-0.9429878762220324
P.S. 076 A. PHILIP RANDOLPH,03M076,-73.951368,40.806540999999996,0.0,0.0,49.0,0.338,0.96,0.08724102309186285,-0.3907382725449858,-1.2285686924203068,-2.403596487583964,-0.9629943136415381,0.37174657480297824
COMMUNITY ACTION SCHOOL - MS 258,03M258,-73.97077,40.791685,0.13414634146341464,11.0,82.0,0.269,0.87,0.2638966210584923,-0.33884837715638844,-0.0499971888184149,-0.11090742727977002,0.03641780526207848,0.27261008336263076
SCHOOL FOR DEMOCRACY AND LEADERSHIP,17K533,-73.943838,40.658665,0.0,0.0,17.0,0.263,0.96,0.07822728191976558,-1.2469215464568415,-1.2722194888500065,-0.9655298726978215,-0.2737445764666302,-0.6352597338021252
P.S./I.S. 178 HOLLISWOOD,26Q178,-73.777475,40.724401,0.4107142857142857,23.0,56.0,0.084,0.17,0.48084440555489993,0.8286742690870502,1.1285743147834773,1.06419843517005,2.3109419379392753,1.9127065378457806
BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),23K664,-73.91115,40.680262,0.2857142857142857,12.0,42.0,0.382,0.97,0.11070541639239306,-1.169086703373946,-0.7920607281233099,-1.1545329135114282,-1.10084426107652,-0.3859741926160404
P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,20K192,-73.979862,40.628989,0.2857142857142857,14.0,49.0,0.337,0.53,0.28237997272639975,-0.20912363868489564,-0.1372987816778143,0.0452255194792971,0.34658018699078713,-0.18177675527340798
BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,08X269,-73.892938,40.820398,0.0,0.0,95.0,0.419,0.98,0.1140164428055837,-0.7799124879594653,-1.0539655067015081,-0.8833546375614705,-1.10084426107652,-0.22538326636251976
P.S./M.S. 042 R. VERNAM,27Q042,-73.794945,40.594435,0.0,0.0,73.0,0.256,0.95,-0.004161925197397998,-1.324756389539738,-1.1412670995609075,-2.1077656410931,-0.6183694450540843,2.172825023253568
P.S./I.S. 217 ROOSEVELT ISLAND,02M217,-73.948468,40.763969,0.3333333333333333,6.0,18.0,0.102,0.3,0.4942082730504304,0.9324540598642449,1.2158759076428767,0.6533222594882944,-0.514981984477848,-0.01115657855256001
P.S. 109,22K109,-73.933149,40.636004,0.15789473684210525,12.0,76.0,0.16,0.95,0.21425024336745283,-0.5723529064050771,-0.5738067459748114,-0.2423878034979318,0.8979799767307135,-0.12794573889991528
P.S./I.S. 045 HORACE E. GREENE,32K045,-73.910178,40.686658,0.3428571428571429,24.0,70.0,0.35600000000000004,0.95,0.2118439104458625,-0.36479332485068766,-0.44285435668571227,-0.8176144494523886,-0.9629943136415381,-0.3849667627040788
THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,31R028,-74.080771,40.620483,0.3050847457627119,18.0,59.0,0.281,0.83,0.16168758514207174,-0.41668322023928506,-0.6611083388342107,-0.5382186499887958,-1.10084426107652,0.7975778736236493
EAST FORDHAM ACADEMY FOR THE ARTS,10X459,-73.900475,40.859506,0.09433962264150944,10.0,106.0,0.46,0.97,0.09330084652221302,-1.0393619649024521,-1.2722194888500065,-0.9573123491841855,-0.9629943136415381,-1.0513962227029212
URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,20K609,-73.98163100000002,40.634787,0.3478260869565217,24.0,69.0,0.29100000000000004,0.4,0.340416717715116,0.30977531520107787,0.08095520047068422,-0.012297145116148678,0.1053427789795693,-0.30681275404351444
P.S./I.S. 268,29Q268,-73.785219,40.707652,0.4090909090909091,27.0,66.0,0.207,0.61,0.26649445969794155,0.3876101582839733,-0.3119019673966132,0.3410563659701602,0.1398052658383147,1.7207142849280785
BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL,23K363,-73.90774,40.671012,0.0,0.0,37.0,0.531,0.96,0.046574466478994714,-1.2209765987625434,-1.4031718781391058,-0.9901824432387268,-1.10084426107652,-0.2805175468503947
P.S. 180 HUGO NEWMAN,03M180,-73.955839,40.807609,0.3859649122807017,22.0,57.0,0.242,0.87,0.21243388097758883,-0.15723374329629827,-0.7047591352639105,-0.16021256836158068,0.31211770013204176,0.39362352737277256
SPRING CREEK COMMUNITY SCHOOL,19K422,-73.874138,40.6573,0.08695652173913042,6.0,69.0,0.365,0.96,0.13046045938736675,-0.7020776448765699,-0.9666639138421087,-0.5300011264751597,-0.4460570107603572,0.34902913080629633
P.S./I.S. 187 HUDSON CLIFFS,06M187,-73.93729499999998,40.856137,0.3870967741935484,36.0,93.0,0.2,0.61,0.4551388995100474,0.7767843736984529,0.6484155540567804,0.6861923535428348,0.5188926212845142,-0.5815408415265263
EAST SIDE COMMUNITY SCHOOL,01M450,-73.982474,40.729153,0.14953271028037382,16.0,107.0,0.313,0.74,0.40828347641613005,0.7248944783098555,0.21190758975978333,1.3764643286881832,-0.8251443662065567,-0.9172387882317488
E.S.M.T- I.S. 190,12X190,-73.89275,40.836359,0.2533333333333333,19.0,75.0,0.507,0.96,0.19240287035359094,-0.7539675402651672,-0.617457542404511,-0.3163455151206478,-0.03250716845541232,-0.574499065152628
ICAHN CHARTER SCHOOL 3,84X422,-73.84304200000003,40.856635,0.7083333333333334,17.0,24.0,0.299,0.93,0.43974243807139224,0.024380890563791863,1.172225111213177,0.7272799711110104,-0.3771320370428664,-0.5685107894134824
INSTITUTE FOR COLLABORATIVE EDUCATION,02M407,-73.982576,40.732676,0.2916666666666667,21.0,72.0,0.179,0.32,0.43058525743234405,1.9183620722475934,-0.3119019673966132,0.8176727297609966,-0.9974568005002836,-0.8817243964889446
"THE GREGORY JOCKO JACKSON SCHOOL OF SPORTS, ART, AND TECHNOLOGY",23K284,-73.90760999999998,40.66693400000001,0.15517241379310345,9.0,58.0,0.574,0.99,0.07273998063916454,-1.1950316510682442,-1.2285686924203068,-1.0312700608069025,-0.514981984477848,-0.24684918688499877
BROOKLYN PROSPECT CHARTER SCHOOL,84K707,-73.978583,40.648155,0.22857142857142854,24.0,105.0,0.175,0.49,0.4963659339905794,0.7248944783098555,1.0412727219240778,1.0970685292245903,0.415505160708278,-0.6015751782239938
VISTA ACADEMY,19K661,-73.883838,40.676982,0.21052631578947367,24.0,114.0,0.306,0.93,0.21035994286595702,-0.8318023833480627,-0.1372987816778143,-0.4067382737706331,-0.5494444713365934,0.0745000664022296
CENTRAL QUEENS ACADEMY CHARTER SCHOOL,84Q083,-73.866404,40.737333,0.42268041237113396,41.0,97.0,0.253,0.77,0.5466504480247294,0.8286742690870502,1.477780686221075,1.4257694697699939,1.9663170693518213,0.6262236256775346
J.H.S. 022 JORDAN L. MOTT,09X022,-73.914142,40.832278,0.16551724137931034,24.0,145.0,0.471,0.98,0.0816098615262269,-1.2728664941511407,-1.2285686924203068,0.08631313704747265,-1.10084426107652,-0.41391440604528246
COMMUNITY ROOTS CHARTER SCHOOL,84K536,-73.977889,40.695143,0.3137254901960784,16.0,51.0,0.211,0.48,0.45402026087135683,0.8286742690870502,0.5174631647676813,1.06419843517005,-0.6183694450540843,-1.3549492278761088
"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",17K543,-73.957176,40.649588,0.30303030303030304,20.0,66.0,0.241,0.94,0.4801096813540795,1.088123746030037,0.561113961197381,0.8998479648973478,1.0358299241656952,-0.5742381125205896
J.H.S. 216 GEORGE J. RYAN,26Q216,-73.79446300000002,40.73726,0.6481876332622601,304.0,469.0,0.139,0.17,0.574539906367767,1.4513530137502184,1.739685464799273,1.1710262408473064,1.0013674373069499,1.7191074055578313
LIBERTY AVENUE MIDDLE SCHOOL,19K662,-73.883838,40.676982,0.07692307692307693,12.0,156.0,0.307,0.92,0.14491172225370325,-0.5723529064050771,-0.7920607281233099,-1.5407565186522785,-0.5494444713365934,0.0745000664022296
P.S. K225 - THE EILEEN E. ZAGLIN,21K225,-73.95600999999998,40.579809999999995,0.3684210526315789,42.0,114.0,0.284,0.4,0.24361478573720846,-0.07939890021340283,-0.18094957810751403,-0.7107866437751322,-0.03250716845541232,0.9177169934335404
I.S. 218 SALOME URENA,06M218,-73.930066,40.86082,0.0,0.0,93.0,0.35100000000000003,0.96,0.09360505579271139,-1.169086703373946,-1.1849178959906073,-0.3492156091751891,-1.10084426107652,-0.7373971538881873
"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",28Q896,-73.80419599999998,40.708431,0.3670886075949367,29.0,79.0,0.194,0.6,0.502314312676805,1.3475732229730237,1.172225111213177,1.0477633881427797,0.07088029212082389,1.4100531468878024
TECH INTERNATIONAL CHARTER SCHOOL,84X258,-73.90708599999998,40.880835999999995,0.0,0.0,92.0,0.362,0.95,0.16512889000738007,-0.7020776448765699,-0.7920607281233099,-1.0970102489159823,-1.10084426107652,-1.2178310651415905
P.S. 183 DR. RICHARD R. GREEN,27Q183,-73.80528199999998,40.588936,0.0,0.0,48.0,0.264,0.87,0.013354302911142979,-0.9874720695138547,-1.1849178959906073,-2.07489554703856,-0.9629943136415381,2.103801012130309
P.S./M.S. 280 MOSHOLU PARKWAY,10X280,-73.881546,40.877179,0.4019607843137255,41.0,102.0,0.31,0.83,0.2890055892250431,-0.15723374329629827,-0.0936479852481146,-0.5135660794478905,-0.9629943136415381,-1.3370661702761457
THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,10X244,-73.901516,40.875451,0.3273381294964029,91.0,278.0,0.3670000000000001,0.94,0.29803681585828895,-0.07939890021340283,-0.18094957810751403,-0.258822850525202,-0.3771320370428664,-1.3049789633921554
BELL ACADEMY,25Q294,-73.77844,40.782346,0.5564516129032258,69.0,124.0,0.11,0.31,0.5820626124429631,1.3735181706673218,1.739685464799273,0.8176727297609966,1.6906171744818577,1.3169844688081804
I.S. 340,17K340,-73.96972199999998,40.67627,0.4666666666666667,35.0,75.0,0.253,0.96,0.32725740299281675,0.491389949061168,-0.44285435668571227,0.2506636073201749,0.1398052658383147,-1.1939639448339243
HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,84M341,-73.94102,40.806204,0.2278481012658228,18.0,79.0,0.3720000000000001,0.97,0.42017274581671704,0.07627078595238922,1.2158759076428767,0.768367588679186,-0.9629943136415381,0.2914473333771088
ACADEMY FOR NEW AMERICANS,30Q235,-73.923052,40.766708,0.08333333333333333,6.0,72.0,0.209,0.63,0.10702856683088277,-1.6360957618713217,-0.6611083388342107,0.8751953943564424,-1.10084426107652,0.355692799428041
I.S. 119 THE GLENDALE,24Q119,-73.875033,40.705198,0.4541484716157205,104.0,229.0,0.131,0.32,0.549365246798725,1.5291878568331139,1.1285743147834773,0.842325300301901,1.0702924110244407,0.23619539744519313
QUEENS UNITED MIDDLE SCHOOL,29Q289,-73.743438,40.672087,0.2876712328767123,21.0,73.0,0.115,0.91,0.08859965725283186,-0.5204630110164797,-1.0539655067015081,0.10274818407474197,-1.10084426107652,2.4084467011635895
P.S. 019 JUDITH K. WEISS,11X019,-73.867223,40.899321,0.42857142857142855,24.0,56.0,0.103,0.36,0.44357496082058046,0.6989495306155574,0.561113961197381,0.546494453811038,0.38104267384953255,-0.8895246370804442
"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",30Q286,-73.924184,40.771319,0.35365853658536583,29.0,82.0,0.22,0.49,0.5108086500403008,0.8805641644756476,1.1285743147834773,0.9162830119246179,1.8629296087755849,0.4008527832598161
M.S. 51 WILLIAM ALEXANDER,15K051,-73.984625,40.67218,0.7526881720430108,280.0,372.0,0.14300000000000002,0.29,0.7632545348724761,2.4891509215221643,2.045241039807171,1.294289093551832,2.035242043069312,-1.104448597596604
BROOKLYN EXCELSIOR CHARTER SCHOOL,84K731,-73.92501899999998,40.68972,0.30666666666666664,23.0,75.0,0.324,0.97,0.2662600952663284,-0.49451806332218046,-0.006346392388715195,-0.7929618789114833,0.03641780526207848,-0.633015910470546
P.S. 184 NEWPORT,23K184,-73.90494699999998,40.660228000000004,0.0,0.0,42.0,0.517,0.98,0.07561279319765454,-0.9615271218195566,-1.1412670995609075,-1.8530224121704126,-0.9629943136415381,-0.1441402454778943
"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",08X367,-73.856018,40.815017,0.3448275862068966,30.0,87.0,0.366,0.9,0.17154542155612912,-0.20912363868489564,-0.923013117412409,-1.2695782427023197,-0.06696965531415773,0.007746977969211433
MOTT HALL BRIDGES ACADEMY,23K671,-73.91127,40.666247,0.15873015873015872,10.0,63.0,0.442,0.98,0.1634988063863302,-0.7280225925708691,-0.7920607281233099,-0.29169294457974243,-0.5494444713365934,-0.29672034846837364
I.S. 072 ROCCO LAURIE,31R072,-74.158532,40.59247,0.31447963800904977,139.0,442.0,0.092,0.29,0.3617650189914469,0.7508394260041548,0.5174631647676813,0.05344304299293221,0.24319272641455092,2.159929981751911
THE ANDERSON SCHOOL,03M334,-73.978085,40.781081,1.0135135135135136,75.0,74.0,0.093,0.13,0.8897292033416511,3.604783672377007,2.6563521898229667,1.51616222841998,2.483254372233002,0.011334645385258572
KIPP STAR COLLEGE PREP CHARTER SCHOOL,84M726,-73.956339,40.810854,0.2903225806451613,18.0,62.0,0.366,0.97,0.4221457770031057,-0.001564057130506237,1.172225111213177,0.842325300301901,-0.13589462903164853,0.3407654495494383
M.S. K266 - PARK PLACE COMMUNITY MIDDLE SCHOOL,13K266,-73.9465,40.678907,0.1568627450980392,8.0,51.0,0.277,0.98,0.13671402518165737,-0.8058574356537646,-1.0976163031312078,-0.6039588380978766,-0.5839069581953388,-0.9454739586524449
P.S. 089 BRONX,11X089,-73.859202,40.862563,0.13440860215053765,25.0,186.0,0.318,0.76,0.24254159922753596,-0.6242428017936744,-0.18094957810751403,-0.5793062675569713,-0.3771320370428664,-0.8648779201093504
J.H.S. 080 THE MOSHOLU PARKWAY,10X080,-73.88124,40.876823,0.21982758620689652,51.0,232.0,0.359,0.81,0.18887236104670246,-0.9874720695138547,-0.7484099316936101,0.38214398353833573,-0.23928208960788475,-1.3306503281677402
SATELLITE WEST MIDDLE SCHOOL,13K313,-73.981587,40.701781,0.0,0.0,18.0,0.35600000000000004,0.94,0.26032538416059936,-0.9096372264309592,0.037304404040984514,-0.4478258913388086,0.1053427789795693,-1.1995772035859291
P.S. 165 ROBERT E. SIMON,03M165,-73.96595,40.802678,0.1206896551724138,7.0,58.0,0.228,0.82,0.2153292001714102,-0.4426281679335831,-0.0499971888184149,-1.3271009072977655,-0.9629943136415381,0.5250962157542715
J.H.S. 127 THE CASTLE HILL,11X127,-73.853201,40.838494,0.5683760683760684,133.0,234.0,0.221,0.64,0.276255279759399,-0.13128879560199905,-0.2246003745372137,0.028790472452026875,-0.23928208960788475,-0.42080008909276484
GLOBAL TECHNOLOGY PREPARATORY,04M406,-73.939323,40.800631,0.0,0.0,48.0,0.443,0.97,0.1336053365448891,-0.7020776448765699,-0.9666639138421087,-0.11912495079340513,-0.6528319319128296,0.38786766720340393
DEMOCRACY PREP HARLEM CHARTER SCHOOL,84M481,-73.945122,40.814412,0.19090909090909086,21.0,110.0,0.384,0.97,0.2489932755979754,-0.4426281679335831,-0.1372987816778143,0.6697573065155646,-0.9629943136415381,0.17075236081013853
I.S. 254,10X254,-73.889841,40.85885800000001,0.06666666666666668,13.0,195.0,0.418,0.95,0.15744990968003353,-0.88369227873666,-0.7920607281233099,-0.8833546375614705,-0.7217569056303205,-1.0669583289030886
COLLABORATIVE ARTS MIDDLE SCHOOL,29Q355,-73.759088,40.664858,0.125,17.0,136.0,0.117,0.97,0.08448796833592301,-0.8577473310423619,-0.8793623209827093,-0.5300011264751597,-0.514981984477848,2.1685772340141307
URBAN ASSEMBLY ACADEMY FOR FUTURE LEADERS,05M286,-73.9556,40.815745,0.16129032258064516,15.0,93.0,0.409,0.98,0.04089803765928235,-1.0912518602910495,-1.2285686924203068,-2.173505829202181,-1.10084426107652,0.2481554124573539
"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",02M442,-73.989485,40.73854,0.75,15.0,20.0,0.194,0.41,0.658292335337112,1.7367474383875032,1.6087330755101739,1.1135035762518606,2.138629503645548,-0.8871544494557329
FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,03M860,-73.95408,40.802284,0.0,0.0,30.0,0.362,0.95,0.23390670794137397,-0.5723529064050771,-0.0499971888184149,-0.8833546375614705,0.38104267384953255,0.47453039543745795
M.S. 131,02M131,-73.993555,40.716213,0.3176470588235294,54.0,170.0,0.36,0.22,0.42438199245929864,-0.13128879560199905,0.9539711290646783,1.0806334821973202,-0.514981984477848,-1.1551284832552402
P.S. 102 BAYVIEW,24Q102,-73.87775,40.73342,0.5929203539823009,67.0,113.0,0.225,0.36,0.45870870960203397,0.8027293213927521,0.9539711290646783,0.8916304413837126,-0.10143214217290315,0.42000241700977026
REDWOOD MIDDLE SCHOOL,28Q332,-73.77561,40.675061,0.2727272727272727,27.0,99.0,0.16,0.85,0.16196727526023091,-0.4426281679335831,-0.5738067459748114,-0.12734247430704024,-0.30820706332537556,1.8688398219583666
WEST PREP ACADEMY,03M421,-73.96535899999998,40.79909,0.3088235294117647,21.0,68.0,0.314,0.91,0.16159790870161891,-0.5982978540993752,-0.7484099316936101,-0.6203938851251469,-0.03250716845541232,0.45724003813447595
IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),10X368,-73.909674,40.87956,0.15789473684210525,27.0,171.0,0.274,0.91,0.2398756785789748,-0.4426281679335831,-0.7484099316936101,0.2013584662383633,1.0013674373069499,-1.1792105250988896
EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,18K581,-73.928682,40.658685,0.42857142857142855,18.0,42.0,0.221,0.91,0.16112655963577005,-0.9615271218195566,-0.8357115245530096,0.4889717892155922,-0.41159452390161183,-0.456251138101984
KAPPA IV,05M302,-73.947238,40.817282,0.0,0.0,48.0,0.363,0.92,0.0476784191382954,-0.9874720695138547,-1.2722194888500065,-2.1159831646067353,-1.10084426107652,0.13827084340640405
I.S. 093 RIDGEWOOD,24Q093,-73.902827,40.705855,0.19597989949748745,78.0,398.0,0.255,0.72,0.31809955699163156,-0.001564057130506237,0.037304404040984514,0.2835337013747144,0.24319272641455092,-0.2089980973450631
HIGHLAND PARK COMMUNITY SCHOOL,19K760,-73.869429,40.685841,0.1,10.0,100.0,0.316,0.96,0.1371943982299745,-0.5204630110164797,-0.8357115245530096,-1.3435359543250358,-0.9285318267827927,0.29380467437417573
J.H.S. 151 LOU GEHRIG,07X151,-73.921487,40.822539,0.0,0.0,89.0,0.44,0.98,0.06396252439584879,-1.1431417556796468,-1.2285686924203068,-1.1709679605386993,-1.10084426107652,-0.1707169324187285
P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX,04M108,-73.947872,40.795035,0.1,9.0,90.0,0.378,0.92,0.09371268679412753,-0.6501877494879725,-1.0539655067015081,-1.7297595594658859,-0.9629943136415381,0.5192399545847489
SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,09X454,-73.917661,40.828111,0.23026315789473684,35.0,152.0,0.422,0.96,0.29915950711111583,0.10221573364668846,-0.006346392388715195,-0.6861340732342278,-0.30820706332537556,-0.30764172131504025
THE BRONX MATHEMATICS PREPARATORY SCHOOL,08X375,-73.856018,40.815017,0.19318181818181815,17.0,88.0,0.4,0.97,0.09890130793460636,-0.9615271218195566,-0.9666639138421087,-1.877674982711318,-0.2737445764666302,0.007746977969211433
WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,25Q285,-73.789689,40.765017,0.22535211267605634,16.0,71.0,0.13,0.31,0.33592957325643497,0.7767843736984529,0.16825679333008361,0.5793645478655793,-0.9629943136415381,1.5018722685847434
DREAM CHARTER SCHOOL,84M382,-73.94409499999998,40.788341,0.2909090909090909,16.0,55.0,0.358,0.97,0.3539675334501656,-0.07939890021340283,0.7793679433458796,0.2917512248883504,-0.9629943136415381,0.4352186040181891
VILLAGE ACADEMY,27Q319,-73.749868,40.603951,0.3775510204081632,37.0,98.0,0.265,0.97,0.0679979527541007,-0.9874720695138547,-0.8357115245530096,-0.5628712205297011,-0.3771320370428664,2.7180348111974184
P.S. 018 PARK TERRACE,06M018,-73.911618,40.87164600000001,0.13636363636363635,6.0,44.0,0.31,0.98,0.17604068977181275,-1.1431417556796468,-0.7484099316936101,0.32462131894289,0.07088029212082389,-1.1183701517961915
LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,02M896,-74.012888,40.705442,0.5511811023622047,70.0,127.0,0.228,0.29,0.49365831187215387,0.5951697398383627,1.0412727219240778,0.9984582470609691,0.001955318403333078,-1.2207881724357856
ESSENCE SCHOOL,19K311,-73.894749,40.66226500000001,0.0,0.0,37.0,0.4,0.89,0.033776030123147616,-1.532315971094127,-1.2722194888500065,-0.8011794024251193,-1.10084426107652,-0.009736243113469161
J.H.S. 383 PHILIPPA SCHUYLER,32K383,-73.919072,40.697891999999996,0.6130136986301371,179.0,292.0,0.303,0.93,0.42751313871696484,0.9324540598642449,0.08095520047068422,0.8094552062473616,1.6906171744818577,-0.5142176412726599
I.S. X303 LEADERSHIP & COMMUNITY SERVICE,09X303,-73.915529,40.849461,0.20253164556962025,16.0,79.0,0.46,0.98,0.2290395817825076,-0.7020776448765699,-0.44285435668571227,-0.2423878034979318,0.6912050555782412,-0.7401592796094476
CRESTON ACADEMY,10X447,-73.90326400000002,40.855211,0.17901234567901236,29.0,162.0,0.506,0.96,0.22050396428929153,-0.6242428017936744,-0.44285435668571227,-0.1684300918752158,-0.7217569056303205,-0.9469541203981242
AMERICAN DREAM CHARTER SCHOOL,84X471,-73.91752,40.809065000000004,0.3376623376623377,26.0,77.0,0.488,0.98,0.2637387233307344,-0.41668322023928506,-0.0936479852481146,0.9655881530064286,-0.8596068530653022,0.0856165824053573
ALL CITY LEADERSHIP SECONDARY SCHOOL,32K554,-73.913097,40.697590999999996,0.3548387096774194,22.0,62.0,0.292,0.89,0.7482379876504737,1.9183620722475934,2.4380982076744684,1.2449839524700215,2.3454044247980206,-0.41775534957418453
P.S. 129 JOHN H. FINLEY,05M129,-73.95212099999998,40.814981,0.42,21.0,50.0,0.428,0.93,0.1343662582662999,-0.41668322023928506,-0.9666639138421087,-1.6886719418977103,-0.4460570107603572,0.22649172044445395
P.S. 206 JOSEPH F LAMB,22K206,-73.948515,40.597135,0.4180327868852459,51.0,122.0,0.16699999999999998,0.13,0.5049480106441204,1.1400136414186344,0.9976219254943781,0.9162830119246179,1.3115298190356584,0.5680909487732263
MOTT HALL CHARTER SCHOOL,84X177,-73.90238599999998,40.830895,0.20253164556962025,16.0,79.0,0.456,0.98,0.14581347397871153,-0.8058574356537646,-1.0103147102718084,0.546494453811038,-1.10084426107652,-0.43790959074899566
BAYCHESTER MIDDLE SCHOOL,11X532,-73.840576,40.886043,0.1485148514851485,15.0,101.0,0.274,0.95,0.13904878332455003,-0.7539675402651672,-1.0103147102718084,-0.3492156091751891,-1.10084426107652,-0.6419437151444847
J.H.S. 223 THE MONTAUK,20K223,-73.98163100000002,40.634787,0.4251497005988024,142.0,334.0,0.376,0.31,0.35580782951137535,-0.2869584817677911,0.561113961197381,0.7354974946246455,0.001955318403333078,-0.30681275404351444
I.S. 318 EUGENIO MARIA DE HOSTOS,14K318,-73.948503,40.703215,0.44488977955911824,222.0,499.0,0.348,0.8,0.35397255914823433,0.12816068134098657,0.12460599690038392,0.2835337013747144,0.31211770013204176,-0.9292350257369125
I.S. 228 DAVID A. BOODY,21K228,-73.976838,40.600816,0.29739776951672864,160.0,538.0,0.22,0.34,0.37072451679580265,0.20599552442388316,0.6047647576270807,0.3410563659701602,-0.10143214217290315,0.4334746889227343
I.S. 289,02M289,-74.013623,40.716867,0.5,47.0,94.0,0.172,0.21,0.6241937523786794,1.6589125953046078,1.4341298897913752,1.4093344227427238,0.07088029212082389,-1.4710096780456772
EXPLORE EMPOWER CHARTER SCHOOL,84K742,-73.92893000000002,40.672706,0.4727272727272727,26.0,55.0,0.35600000000000004,0.97,0.22660110751917045,-0.6761326971822718,-0.44285435668571227,0.18492341921109307,0.07088029212082389,-0.6229725442892152
THE GORDON PARKS SCHOOL,29Q270,-73.73674100000002,40.674937,0.5223880597014925,35.0,67.0,0.096,0.98,0.26163270681290834,0.30977531520107787,-0.2682511709669135,0.8094552062473616,0.6222800818607503,2.5141862222209146
"I.S. X318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS",12X318,-73.890063,40.84385,0.18947368421052632,18.0,95.0,0.476,0.97,0.12569617445844714,-1.013417017208154,-0.9666639138421087,-0.8997896845887398,-0.514981984477848,-0.738829403328657
I.S. 027 ANNING S. PRALL,31R027,-74.117592,40.628284,0.2150837988826816,77.0,358.0,0.215,0.63,0.302157615698112,0.25788541981248053,0.16825679333008361,-0.5957413145842415,0.1053427789795693,1.1208345034271974
